Date,Time,Club,Club Head Speed (mph),Ball Speed (mph),Launch Angle (deg),Launch Direction (deg),Total Spin (rpm),Carry Distance (yd),Total Distance (yd),Smash Factor,Accuracy (yd),Peak Height (yd)
"2024-11-15","13:58:28","2H","97.4","133.6","17.6","-4.2","4765","202.9","203.8","1.371","-11.5","130.0"
"2024-05-17","11:16:30","5W","95.5","133.0","17.6","-7.7","3383","225.5","223.0","1.392","0.9","151.4"
"2024-09-26","15:26:08","6H","85.8","114.2","19.0","-4.6","5546","158.9","166.3","1.330","-3.9","105.2"
"2024-10-12","19:42:33","9H","87.8","117.0","21.2","-14.9","5385","172.0","168.2","1.332","19.9","89.7"
"2024-01-17","15:11:29","9H","92.8","123.7","21.8","-5.5","6338","170.4","178.4","1.332","-6.0","85.9"
"2024-02-25","19:35:52","3H","99.6","136.9","19.0","-10.9","4573","197.5","195.1","1.375","5.2","157.4"
"2024-09-15","12:41:47","5H","93.0","125.3","20.9","-0.5","3958","153.7","149.3","1.347","-16.0","86.9"
"2024-05-09","14:43:17","3W","95.6","134.7","13.8","-12.3","3190","237.5","233.0","1.409","8.1","139.4"
"2024-02-27","19:17:38","5W","95.3","132.8","14.6","9.4","4921","201.6","198.9","1.394","1.5","111.9"
"2024-10-19","13:40:42","5W","96.1","136.6","22.0","-0.3","4885","205.7","203.3","1.422","-0.1","126.3"
"2024-08-15","13:05:26","GW","76.9","89.0","53.7","-10.8","9453","116.5","121.7","1.157","17.0","76.4"
"2024-11-12","17:38:49","2H","92.0","127.0","20.4","6.1","5085","175.1","181.0","1.380","-3.7","120.2"
"2024-12-01","12:37:20","PW","75.2","90.2","43.5","-13.3","9554","117.8","118.6","1.200","-8.6","77.1"
"2024-02-01","12:45:26","Driver","101.9","147.9","18.9","-14.6","2115","270.4","279.3","1.452","15.9","187.3"
"2024-06-03","13:04:45","GW","71.1","82.1","48.8","3.8","8817","95.9","91.4","1.155","-5.6","58.9"
"2024-07-08","07:37:05","GW","70.2","83.0","51.8","-3.0","10300","99.9","99.4","1.184","-2.0","52.7"
"2024-08-02","09:44:31","SW","69.6","81.9","53.6","13.3","8654","110.9","115.8","1.177","-11.1","62.4"
"2024-02-15","15:03:38","5W","101.5","144.1","20.6","12.7","3552","218.8","215.7","1.421","15.2","173.4"
"2024-02-16","10:17:29","6H","93.6","122.9","16.4","13.0","5213","135.3","132.1","1.312","14.9","88.4"
"2024-12-10","16:09:13","3H","95.1","130.8","14.1","-2.9","4257","214.6","213.8","1.376","2.1","127.4"
"2024-03-23","14:46:17","5H","94.2","127.7","21.7","-11.1","4658","176.0","175.4","1.355","7.0","113.3"
"2024-09-06","15:11:02","2H","90.0","125.6","15.6","-0.6","4653","196.5","199.1","1.395","3.1","115.3"
"2024-11-27","12:54:13","GW","73.6","86.6","54.8","10.8","9762","105.7","101.4","1.177","9.4","77.8"
"2024-03-10","19:03:05","5H","94.0","125.5","21.9","-13.8","4599","171.7","174.6","1.335","-19.4","101.8"
"2024-05-26","17:46:07","5H","96.3","129.3","18.7","6.0","4665","153.5","155.7","1.343","10.1","100.7"
"2024-07-18","07:50:58","Driver","104.2","152.3","13.1","0.7","3312","258.6","256.5","1.462","-6.6","189.6"
"2024-11-12","16:02:53","5H","90.2","121.3","17.5","-3.0","5052","180.2","182.7","1.345","0.0","104.9"
"2024-07-01","13:52:45","PW","78.0","95.7","47.2","-12.3","8241","130.8","140.7","1.228","-12.0","90.2"
"2024-07-02","09:59:07","8H","86.7","115.2","17.5","14.4","4581","150.9","146.4","1.329","2.3","94.2"
"2024-10-20","18:20:04","LW","65.0","72.2","57.4","-10.9","10680","79.1","86.2","1.111","-3.8","55.9"
"2024-02-17","11:59:54","GW","73.3","87.2","45.6","-8.8","10124","119.2","124.1","1.190","14.5","89.4"
"2024-02-18","07:13:08","8H","91.5","122.2","20.4","11.6","6407","159.5","157.1","1.336","14.9","126.8"
"2024-07-18","13:14:14","PW","83.0","101.6","44.3","13.5","9368","134.8","136.3","1.224","-7.4","73.9"
"2024-02-22","07:23:26","GW","69.6","83.5","46.8","8.1","10322","101.4","97.6","1.199","-6.2","54.5"
"2024-04-24","15:36:37","3H","88.3","122.2","20.7","9.3","3623","209.7","206.4","1.383","12.8","134.9"
"2024-07-23","09:44:56","GW","75.1","86.5","52.5","5.2","9944","103.8","102.8","1.152","7.3","67.8"
"2024-10-15","14:06:45","9H","86.7","112.8","20.3","13.2","5485","145.6","150.0","1.301","-4.3","89.6"
"2024-09-10","19:43:22","9H","92.8","121.7","18.4","5.8","5148","161.7","163.9","1.312","18.6","91.5"
"2024-01-12","10:16:43","5H","88.7","117.6","16.9","11.3","5063","163.4","165.0","1.326","-10.4","107.4"
"2024-12-13","16:35:19","5H","95.5","127.2","22.9","5.8","4379","173.7","175.2","1.333","-9.6","117.5"
"2024-12-22","13:52:01","8H","92.7","121.5","20.2","10.3","5359","175.8","177.2","1.311","3.6","139.2"
"2024-11-27","10:48:03","6H","92.9","122.0","22.8","13.7","6388","142.4","138.4","1.313","-8.5","72.7"
"2024-08-28","10:32:26","PW","78.1","97.3","40.5","4.7","7809","131.8","138.2","1.246","12.3","91.6"
"2024-07-03","07:33:50","5W","98.4","137.6","18.6","13.0","3237","223.6","226.7","1.399","-16.2","118.3"
"2024-06-21","08:27:57","3W","100.0","138.5","13.9","1.8","4658","227.6","228.5","1.385","5.4","115.4"
"2024-02-14","12:36:03","8H","85.9","115.0","18.3","8.0","5681","166.8","174.1","1.340","-7.6","125.4"
"2024-07-25","06:14:37","5H","88.6","117.5","20.4","14.2","4174","164.3","173.3","1.326","-11.3","114.2"
"2024-06-12","08:15:32","3W","100.3","139.8","18.8","6.5","4868","224.8","229.3","1.393","2.2","176.0"
"2024-07-05","13:21:32","2H","96.0","129.9","16.8","8.2","5063","167.1","168.1","1.353","-17.0","122.2"
"2024-01-21","14:04:54","SW","69.8","83.6","45.9","-12.2","9871","101.3","110.5","1.198","-16.5","60.5"
"2024-07-18","07:58:55","SW","71.1","84.2","50.5","8.2","9554","104.8","106.6","1.184","14.8","59.6"
"2024-04-28","07:06:14","5W","91.8","130.4","21.8","13.4","4808","192.4","201.4","1.420","-4.3","134.1"
"2024-05-16","12:26:28","PW","77.1","94.6","42.6","-8.3","7778","141.3","147.1","1.227","-19.5","79.5"
"2024-08-24","09:54:01","8H","91.3","118.7","22.9","4.6","4604","129.1","132.1","1.300","-2.1","93.5"
"2024-01-02","13:35:56","Driver","105.0","155.1","19.8","6.0","3204","255.6","250.7","1.476","-13.1","128.2"
"2024-01-24","10:24:59","3W","88.3","125.1","20.3","-12.7","3495","197.4","198.6","1.416","14.8","104.4"
"2024-09-28","12:25:50","3H","98.6","134.8","16.0","2.0","3793","199.8","198.2","1.367","-3.3","147.9"
"2024-05-25","17:34:55","7H","84.1","111.3","17.3","-9.5","4531","147.6","152.8","1.323","14.4","103.5"
"2024-09-28","17:37:47","3H","91.3","126.2","18.0","3.2","5225","198.7","195.3","1.383","14.1","149.1"
"2024-09-14","10:07:37","4H","90.5","121.7","20.7","-1.2","4844","148.7","153.7","1.344","-0.1","83.3"
"2024-05-09","11:36:59","LW","64.0","71.2","57.5","12.3","10539","74.9","79.7","1.114","7.0","41.3"
"2024-03-26","19:05:00","Driver","99.7","148.8","11.3","14.8","4462","243.9","241.9","1.492","-9.2","187.4"
"2024-08-13","18:48:57","GW","72.6","86.0","47.7","-7.5","8842","92.0","92.8","1.184","-7.9","58.4"
"2024-04-05","15:00:41","3W","97.9","136.9","13.4","0.4","4034","216.0","216.7","1.399","-9.3","136.4"
"2024-08-13","09:21:11","LW","65.8","73.3","57.7","13.7","10696","86.0","90.8","1.114","16.9","60.3"
"2024-09-27","09:02:07","SW","67.9","81.3","47.9","-12.8","10171","98.1","108.0","1.197","5.2","68.5"
"2024-02-05","12:39:05","8H","91.6","120.2","23.0","-5.4","4820","153.7","163.1","1.312","12.2","87.9"
"2024-12-20","14:23:58","3H","90.4","124.8","21.5","3.3","4536","207.9","213.4","1.381","7.9","154.2"
"2024-08-18","13:03:43","5H","85.9","115.8","19.3","13.7","3980","144.2","142.0","1.348","-7.6","74.3"
"2024-03-28","16:45:13","6H","84.0","111.0","17.1","-6.0","4526","144.2","139.4","1.321","-15.7","79.9"
"2024-10-02","06:10:15","GW","73.8","85.8","49.6","13.1","10491","90.1","88.2","1.163","13.5","70.9"
"2024-04-07","11:01:24","3H","94.7","132.0","16.9","13.4","4930","178.9","186.0","1.394","3.6","124.7"
"2024-01-23","13:29:24","3H","101.9","137.6","16.0","-1.0","3992","203.8","201.5","1.350","5.0","127.1"
"2024-11-22","06:46:50","LW","69.2","76.8","59.4","12.2","10535","71.0","66.2","1.109","-17.1","43.0"
"2024-09-04","06:43:21","8H","85.4","112.7","20.1","5.2","5466","175.6","183.0","1.320","5.8","118.1"
"2024-07-27","06:33:46","PW","81.7","101.2","41.5","1.0","7996","121.9","121.1","1.238","-7.1","74.5"
"2024-04-18","17:48:34","Driver","111.2","162.9","12.8","0.7","2846","274.0","275.5","1.465","16.4","170.0"
"2024-03-01","07:04:18","5H","89.3","119.3","22.2","14.5","5591","179.3","174.5","1.335","-9.8","95.8"
"2024-02-14","19:41:51","5H","88.7","119.6","19.7","-11.8","5046","178.0","173.3","1.349","3.4","125.1"
"2024-10-12","11:30:48","4H","93.7","126.0","17.4","14.8","5531","172.2","171.8","1.345","0.3","121.5"
"2024-04-11","14:17:49","4H","93.8","124.6","21.2","-11.9","4988","159.9","166.3","1.329","18.9","113.5"
"2024-08-23","17:32:18","3H","87.0","120.0","14.7","4.2","4518","171.4","166.6","1.379","-9.7","116.3"
"2024-04-14","07:23:45","Driver","110.1","163.8","13.4","-7.2","4046","270.3","274.7","1.487","-10.6","166.4"
"2024-05-13","07:30:08","9H","84.9","112.6","18.6","-12.2","5940","161.8","162.3","1.327","2.0","120.3"
"2024-07-02","15:11:54","SW","75.9","89.7","48.5","12.4","9974","86.2","85.8","1.181","-13.7","61.7"
"2024-08-14","08:50:35","9H","91.0","119.8","17.1","-9.9","5745","162.6","159.5","1.317","-7.6","85.3"
"2024-04-23","18:52:42","7H","93.9","124.0","21.4","5.9","5075","145.2","151.3","1.321","12.1","78.7"
"2024-10-21","17:13:17","Driver","103.7","151.7","11.3","-10.4","3292","282.3","282.6","1.463","-2.3","141.4"
"2024-02-25","16:26:41","4H","90.4","120.9","15.7","-5.0","4823","173.7","172.6","1.337","-6.4","133.0"
"2024-04-23","16:55:03","3W","95.4","136.3","17.6","2.7","4352","225.2","222.1","1.429","-9.6","120.4"
"2024-03-14","18:12:38","Driver","114.4","165.9","17.9","-4.5","4455","227.2","224.1","1.451","-14.7","128.0"
"2024-02-13","19:10:13","7H","84.5","110.3","19.4","-13.0","4965","168.6","164.6","1.305","-12.9","116.9"
"2024-04-17","11:56:15","8H","90.6","118.2","22.9","-4.2","5653","171.7","175.7","1.304","0.7","105.4"
"2024-07-22","09:39:30","5H","88.3","117.8","16.3","-6.0","4101","172.7","174.5","1.334","12.0","135.7"
"2024-05-23","06:19:45","9H","83.5","110.5","23.1","6.1","6223","156.3","159.0","1.323","8.3","114.7"
"2024-09-15","17:55:21","3H","90.2","123.3","18.3","-1.7","5061","177.2","179.2","1.367","7.2","116.0"
"2024-03-25","14:34:07","2H","89.9","122.7","18.7","2.8","3946","195.1","199.7","1.365","-14.5","133.9"
"2024-11-15","10:30:28","5H","88.4","117.9","16.5","5.7","3974","184.4","184.1","1.333","-5.8","96.1"
"2024-09-06","11:39:04","3W","101.6","142.2","17.2","13.3","4568","210.7","220.6","1.400","11.8","118.1"
"2024-03-16","15:38:30","7H","84.6","112.8","16.9","-4.6","4610","147.0","144.5","1.333","-7.4","111.2"
"2024-08-08","06:19:15","3W","93.7","131.7","13.1","-1.4","4613","197.9","196.0","1.406","-3.5","111.3"
"2024-02-09","10:15:22","GW","68.2","81.8","53.2","7.1","9595","101.1","106.4","1.199","10.3","72.2"
"2024-02-21","08:11:51","SW","73.0","84.0","54.0","6.4","8848","86.3","93.7","1.152","6.5","47.9"
"2024-12-14","09:38:15","7H","92.5","120.7","17.4","-0.9","4713","142.7","144.4","1.305","-9.0","88.0"
"2024-05-03","09:40:07","6H","93.1","121.2","19.0","-12.4","5698","132.5","134.2","1.301","7.5","101.4"
"2024-06-21","17:13:27","7H","87.8","116.0","17.3","11.0","5849","175.5","174.4","1.321","-10.3","131.0"
"2024-12-25","15:00:20","PW","78.8","96.3","47.9","-6.5","8815","129.6","136.6","1.221","1.4","88.7"
"2024-05-05","09:11:08","GW","69.4","81.2","49.1","12.8","9340","97.9","101.1","1.170","15.7","61.6"
"2024-05-05","09:25:29","4H","86.0","115.5","15.2","-9.9","5498","169.5","165.1","1.342","-1.6","116.4"
"2024-09-22","08:20:52","8H","89.5","119.7","16.8","5.0","4645","139.6","149.0","1.337","-5.5","79.0"
"2024-07-28","18:13:32","7H","87.8","116.2","22.9","14.5","5995","155.2","160.3","1.323","2.9","78.3"
"2024-07-14","16:21:39","9H","88.6","118.2","23.1","7.4","6495","151.3","156.1","1.334","-14.3","93.7"
"2024-03-14","18:46:37","9H","92.4","120.3","22.7","3.6","4944","178.6","183.8","1.303","-7.0","92.3"
"2024-07-10","09:37:27","7H","86.1","115.0","23.1","4.6","5741","168.1","164.1","1.336","-9.4","103.8"
"2024-12-02","11:27:00","3W","92.7","128.7","19.6","9.1","4192","204.4","213.6","1.388","-7.4","159.4"
"2024-07-01","13:51:21","2H","93.6","127.2","15.5","5.3","5288","190.0","186.5","1.358","-20.0","114.7"
"2024-07-26","07:18:27","5W","96.5","136.8","19.7","-1.8","3368","193.0","190.4","1.417","-6.4","137.2"
"2024-02-13","17:01:44","5W","100.0","138.0","18.4","-14.1","4247","200.8","209.4","1.380","-1.7","101.3"
"2024-02-15","12:19:38","8H","89.6","118.3","19.4","0.8","4716","137.3","144.3","1.321","-17.3","94.8"
"2024-08-15","18:07:00","6H","84.1","110.2","19.4","-10.6","6468","173.9","175.3","1.310","-2.6","102.6"
"2024-01-01","16:03:12","3H","97.8","133.5","20.3","13.8","4483","195.6","192.7","1.366","12.2","144.7"
"2024-03-14","17:12:10","SW","70.6","81.5","49.4","-1.9","9346","96.0","92.1","1.154","-13.9","56.6"
"2024-08-20","16:07:12","8H","91.6","119.9","23.0","7.9","6424","165.0","167.8","1.308","10.6","89.0"
"2024-05-26","06:12:15","7H","90.8","120.2","23.6","-13.7","4918","159.3","158.4","1.323","-3.1","115.6"
"2024-06-03","14:03:22","5H","90.1","122.2","21.6","7.9","3972","160.6","156.9","1.356","-5.5","128.0"
"2024-08-09","09:46:56","9H","92.7","122.6","17.1","-10.0","5271","162.1","165.8","1.322","0.3","111.3"
"2024-12-25","09:55:25","3H","89.5","122.5","20.4","-11.9","4469","195.7","204.0","1.369","-18.7","153.1"
"2024-12-03","09:02:14","LW","64.1","71.3","52.2","-10.0","10395","82.7","78.2","1.113","15.7","46.8"
"2024-11-21","06:56:41","2H","97.1","131.7","14.1","12.1","4958","203.9","205.3","1.357","-14.7","152.7"
"2024-12-23","13:06:11","Driver","115.6","168.8","21.6","11.7","2712","235.2","235.3","1.460","-13.1","134.2"
"2024-11-14","07:21:25","6H","88.4","118.1","23.8","8.4","4684","136.1","135.7","1.336","-18.6","99.0"
"2024-12-16","06:18:45","Driver","110.5","162.3","20.5","-1.8","3688","228.1","232.0","1.468","-0.4","138.3"
"2024-01-27","11:50:50","LW","66.6","73.5","50.6","3.1","9989","74.0","71.0","1.103","2.0","49.0"
"2024-05-15","17:59:25","9H","82.6","110.4","18.1","-2.2","4898","144.3","146.3","1.337","-10.1","88.7"
"2024-08-04","13:29:14","5W","94.5","130.5","19.1","-6.5","4826","183.9","189.3","1.381","-14.0","106.4"
"2024-12-10","11:59:33","Driver","111.5","163.2","21.6","-1.8","4132","295.3","304.9","1.464","6.8","201.1"
"2024-11-23","07:26:31","5H","88.7","119.0","21.6","5.5","4035","163.7","160.5","1.342","18.1","116.2"
"2024-06-14","18:28:26","SW","75.2","87.1","50.8","-4.7","8830","107.0","114.8","1.159","-12.7","55.4"
"2024-07-18","08:25:25","4H","90.6","122.5","21.9","-5.4","5129","168.6","172.1","1.353","-1.0","131.0"
"2024-11-26","15:00:45","5H","87.3","116.6","18.2","11.0","4905","169.4","169.6","1.336","0.4","87.4"
"2024-04-17","10:17:41","8H","86.0","113.9","20.8","9.1","4720","151.9","158.1","1.324","-17.6","108.9"
"2024-11-06","17:14:20","5W","92.7","132.4","16.7","-0.4","3927","218.0","215.0","1.429","-6.5","117.9"
"2024-05-09","17:05:30","4H","92.7","124.5","15.8","-1.3","5294","189.1","192.8","1.343","16.6","130.5"
"2024-02-18","06:34:14","9H","86.7","115.5","17.3","-3.6","6462","129.4","124.7","1.333","-18.3","73.6"
"2024-12-16","11:22:34","Driver","107.8","159.4","11.2","-4.0","2853","232.4","231.8","1.479","16.1","184.1"
"2024-02-17","18:32:35","GW","76.5","88.6","53.5","3.4","8759","100.9","109.6","1.158","7.2","62.3"
"2024-05-25","11:23:35","4H","86.4","116.3","22.2","8.7","4390","163.0","167.9","1.346","2.1","124.2"
"2024-05-03","12:06:48","8H","84.6","110.2","18.3","2.7","4820","137.6","133.4","1.303","7.1","72.1"
"2024-08-28","07:53:34","3W","101.4","144.0","13.7","-11.2","4519","177.6","183.9","1.420","9.8","124.9"
"2024-09-04","10:45:51","3W","97.9","135.6","18.0","12.0","3731","193.8","199.1","1.386","-12.3","114.2"
"2024-04-01","16:53:38","9H","85.4","112.2","17.1","-0.9","4998","151.1","147.5","1.313","19.6","95.1"
"2024-05-01","10:34:18","8H","83.8","111.4","22.0","-7.4","5855","149.0","146.9","1.329","-1.1","78.0"
"2024-06-09","19:21:17","5W","90.3","126.6","19.0","-14.2","3997","223.0","232.7","1.402","-12.2","128.6"
"2024-02-21","19:06:05","5H","91.4","120.6","21.6","12.8","4233","163.1","165.8","1.320","15.2","82.3"
"2024-04-07","12:50:08","3H","93.0","129.4","14.5","3.6","4906","185.0","192.9","1.391","-17.8","108.2"
"2024-01-16","08:38:52","3H","87.4","122.1","19.6","5.8","4909","192.4","196.1","1.396","-6.3","136.3"
"2024-02-21","12:54:04","8H","87.7","116.0","21.7","2.8","5638","165.6","174.3","1.323","19.2","91.3"
"2024-03-19","08:25:38","GW","72.2","84.1","48.5","-10.1","8705","107.0","103.2","1.164","-1.2","74.3"
"2024-10-11","10:28:43","3W","91.8","128.6","17.3","5.8","4312","233.6","243.3","1.400","17.7","131.4"
"2024-05-27","14:52:05","9H","91.4","119.7","21.6","14.2","6244","159.8","158.8","1.309","12.6","85.5"
"2024-09-18","17:56:12","GW","74.0","85.1","49.7","-4.8","9147","103.8","98.8","1.150","7.9","58.2"
"2024-06-01","06:53:36","5W","94.8","131.7","12.7","-13.0","4683","212.9","213.4","1.388","-12.8","132.7"
"2024-01-16","18:33:15","Driver","99.8","146.6","19.3","-8.2","3336","299.5","299.4","1.468","-12.3","167.7"
"2024-04-09","07:13:31","4H","93.4","125.3","18.3","-1.9","4264","181.0","183.3","1.342","1.9","120.4"
"2024-12-22","13:35:26","4H","88.1","116.9","19.9","7.4","4402","162.9","160.1","1.327","5.9","116.3"
"2024-05-07","08:46:05","PW","78.6","97.3","46.7","1.0","9294","144.9","140.0","1.237","-4.1","79.6"
"2024-11-24","06:48:24","LW","62.3","71.0","57.5","-4.0","10816","76.1","72.0","1.139","-7.5","58.8"
"2024-01-12","12:02:06","Driver","101.3","147.3","11.1","9.9","3294","235.0","243.6","1.454","0.0","137.0"
"2024-06-03","14:14:31","7H","85.1","113.8","18.5","3.1","4817","151.8","157.8","1.338","-13.1","95.7"
"2024-11-11","09:20:20","3H","96.2","134.4","16.3","2.7","5116","192.7","196.8","1.397","-5.7","99.2"
"2024-05-26","11:30:37","LW","64.8","72.5","57.0","-8.1","10710","87.5","83.1","1.119","-15.6","53.9"
"2024-12-20","14:26:58","8H","85.2","114.2","17.8","13.0","5512","150.6","156.1","1.340","19.9","76.4"
"2024-05-09","07:27:06","2H","93.9","130.2","18.1","-1.5","3520","195.1","195.4","1.387","8.7","109.4"
"2024-07-12","09:31:59","7H","85.2","111.8","18.9","10.0","6426","181.2","188.1","1.313","-4.2","131.9"
"2024-01-11","12:24:04","8H","91.3","119.7","23.4","10.8","5790","165.0","169.4","1.310","11.3","119.0"
"2024-07-05","07:47:07","3W","97.2","137.5","18.9","-3.8","4349","216.2","213.8","1.415","11.5","109.7"
"2024-11-06","17:31:56","2H","92.8","128.9","15.2","7.0","4603","173.3","180.3","1.389","3.7","103.4"
"2024-12-03","10:59:15","SW","72.5","86.4","53.7","3.9","10115","88.1","90.4","1.192","18.0","51.8"
"2024-09-12","11:15:37","6H","95.0","124.8","19.0","3.8","4606","150.4","147.8","1.313","-3.4","119.6"
"2024-05-12","09:26:26","6H","88.7","116.1","19.9","4.7","5666","165.8","168.7","1.309","10.6","108.1"
"2024-06-02","18:14:36","6H","85.6","114.0","17.9","5.6","6166","155.3","162.4","1.331","-16.9","114.9"
"2024-08-07","12:02:00","GW","67.7","80.4","54.8","-2.1","9990","96.3","101.3","1.186","-5.8","66.4"
"2024-10-19","11:59:20","GW","74.1","86.1","51.2","-7.8","10486","86.4","95.0","1.162","-19.9","65.8"
"2024-03-09","12:00:03","8H","86.8","114.6","16.9","8.8","5438","175.6","175.4","1.321","-2.5","118.7"
"2024-06-13","06:05:41","4H","90.8","121.9","18.5","2.2","4574","189.2","190.5","1.343","-4.3","124.0"
"2024-08-04","14:18:50","5H","97.0","129.4","22.5","3.1","5086","182.0","180.7","1.334","-8.1","116.6"
"2024-01-11","13:57:46","3H","100.3","136.2","17.6","7.4","4180","202.8","212.8","1.358","-7.2","127.1"
"2024-04-05","10:05:43","5W","97.8","135.7","14.2","14.3","3491","240.0","246.2","1.388","-19.6","159.7"
"2024-05-11","13:22:19","GW","69.3","82.8","50.5","-4.3","10229","98.3","100.0","1.195","-19.7","75.5"
"2024-10-18","13:41:51","2H","94.8","132.5","15.7","6.9","5118","166.1","167.3","1.398","-11.3","132.5"
"2024-12-21","10:20:47","6H","94.1","124.6","16.3","9.6","5210","152.1","147.6","1.324","-7.7","86.0"
"2024-01-09","17:47:54","2H","90.4","123.4","16.5","-4.9","5036","165.6","164.7","1.365","18.7","88.3"
"2024-08-24","11:29:48","LW","67.4","76.8","53.1","-4.2","9997","88.9","97.3","1.139","-5.7","62.1"
"2024-12-26","10:46:42","LW","64.8","72.6","57.0","5.3","9923","86.5","87.1","1.120","-17.1","67.8"
"2024-09-20","12:34:38","4H","88.1","118.1","15.1","10.1","5381","170.0","168.5","1.341","19.8","119.6"
"2024-04-10","16:15:01","4H","93.9","126.1","18.6","2.9","4829","175.4","173.5","1.343","-12.3","120.8"
"2024-10-03","11:52:15","3W","102.3","144.0","20.0","12.0","3931","200.5","205.0","1.407","17.8","133.6"
